tile_verde: .word 16, 16
.byte 56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,0,0,0,0,56,56,56,56,56,56,
56,56,56,56,56,0,0,0,0,0,0,56,56,56,56,56,
56,56,56,56,56,0,0,0,0,0,0,56,56,56,56,56,
56,56,56,56,56,0,0,0,0,0,0,56,56,56,56,56,
56,56,56,56,56,0,0,0,0,0,0,56,56,56,56,56,
56,56,56,56,56,0,0,0,0,0,0,56,56,56,56,56,
56,56,56,56,56,56,0,0,0,0,56,56,56,56,56,56,
56,56,56,56,56,56,0,0,0,0,56,56,56,56,56,56,
56,56,56,56,56,56,0,0,0,0,56,56,56,56,56,56,
56,56,56,56,56,56,0,0,0,0,56,56,56,56,56,56,
56,56,56,56,56,56,0,0,0,0,56,56,56,56,56,56,
56,56,56,56,56,56,0,0,0,0,56,56,56,56,56,56,
56,56,56,56,56,56,0,0,0,0,56,56,56,56,56,56,
56,56,56,56,56,56,56,0,0,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,


