tile_vermelho: .word 16, 16
.byte 5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,
5,5,5,5,5,0,0,0,0,0,0,5,5,5,5,5,
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,
5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,
5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,


